"Author","Confidence-Score-score","Detection Method","Detection Method ID","interaction","Interaction Type","Module_Edge_Color","name","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Database"
"Abdelmohsen K (2009)",,"affinity chromatography technology","MI:0004","663205","physical association","-1","1994 (663205) 55033","physical association","pubmed","19322201","false","663205","1994 (663205) 55033","psi-mi"
"Havugimana PC (2012)","0.841","biochemical","MI:0401","749423","colocalization","-1","293 (749423) 4000","colocalization","pubmed","22939629","false","749423","293 (749423) 4000","psi-mi"
"Fugier C (2011)",,"unspecified method","MI:0686","723480","direct interaction","-1","4154 (723480) 274","direct interaction","pubmed","21623381","false","723480","4154 (723480) 274","psi-mi"
"Huttlin EL (2017)","0.861712881","affinity chromatography technology","MI:0004","2262971","physical association","-1","29953 (2262971) 55033","physical association","pubmed","28514442","false","2262971","29953 (2262971) 55033","psi-mi"
"Havugimana PC (2012)","0.819","biochemical","MI:0401","750338","colocalization","-1","4000 (750338) 5395","colocalization","pubmed","22939629","false","750338","4000 (750338) 5395","psi-mi"
"Havugimana PC (2012)","0.803","biochemical","MI:0401","751174","colocalization","-1","292 (751174) 4000","colocalization","pubmed","22939629","false","751174","292 (751174) 4000","psi-mi"
"Stamenova SD (2007)",,"pull down","MI:0096","946638","direct interaction","-1","7316 (946638) 274","direct interaction","pubmed","17244534","false","946638","7316 (946638) 274","psi-mi"
"Huttlin EL (2017)","0.999995798","affinity chromatography technology","MI:0004","2221940","physical association","-1","25777 (2221940) 55033","physical association","pubmed","28514442","false","2221940","25777 (2221940) 55033","psi-mi"
"Havugimana PC (2012)","0.753","biochemical","MI:0401","754290","colocalization","-1","4000 (754290) 4841","colocalization","pubmed","22939629","false","754290","4000 (754290) 4841","psi-mi"
"Huttlin EL (2017)","0.999989285","affinity chromatography technology","MI:0004","2223136","physical association","-1","8875 (2223136) 55033","physical association","pubmed","28514442","false","2223136","8875 (2223136) 55033","psi-mi"
"Zhong N (2005)",,"two hybrid","MI:0018","696272","direct interaction","-1","5093 (696272) 4000","direct interaction","pubmed","16248985","false","696272","5093 (696272) 4000","psi-mi"
"Taipale M (2014)",,"affinity chromatography technology","MI:0004","949357","physical association","-1","8471 (949357) 274","physical association","pubmed","25036637","false","949357","8471 (949357) 274","psi-mi"
"Huttlin EL (2017)","0.998146972","affinity chromatography technology","MI:0004","2234208","physical association","-1","119180 (2234208) 55033","physical association","pubmed","28514442","false","2234208","119180 (2234208) 55033","psi-mi"
"Taipale M (2014)",,"affinity chromatography technology","MI:0004","949864","physical association","-1","8471 (949864) 274","physical association","pubmed","25036637","false","949864","8471 (949864) 274","psi-mi"
"Huttlin EL (2017)","0.997839679","affinity chromatography technology","MI:0004","2234737","physical association","-1","3423 (2234737) 55033","physical association","pubmed","28514442","false","2234737","3423 (2234737) 55033","psi-mi"
"Zhong N (2005)",,"two hybrid","MI:0018","696273","direct interaction","-1","1950 (696273) 4000","direct interaction","pubmed","16248985","false","696273","1950 (696273) 4000","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","920371","colocalization","-1","10525 (920371) 274","colocalization","pubmed","22863883","false","920371","10525 (920371) 274","psi-mi"
"Huttlin EL (2017)","0.997768495","affinity chromatography technology","MI:0004","2234838","physical association","-1","124912 (2234838) 55033","physical association","pubmed","28514442","false","2234838","124912 (2234838) 55033","psi-mi"
"Zhong N (2005)",,"two hybrid","MI:0018","696276","direct interaction","-1","7329 (696276) 4000","direct interaction","pubmed","16248985","false","696276","7329 (696276) 4000","psi-mi"
"Huttlin EL (2017)","0.997639124","affinity chromatography technology","MI:0004","2235026","physical association","-1","11160 (2235026) 55033","physical association","pubmed","28514442","false","2235026","11160 (2235026) 55033","psi-mi"
"Zhong N (2005)",,"two hybrid","MI:0018","696277","direct interaction","-1","7703 (696277) 4000","direct interaction","pubmed","16248985","false","696277","7703 (696277) 4000","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","920372","colocalization","-1","5144 (920372) 274","colocalization","pubmed","22863883","false","920372","5144 (920372) 274","psi-mi"
"Zhong N (2005)",,"two hybrid","MI:0018","696278","direct interaction","-1","26092 (696278) 4000","direct interaction","pubmed","16248985","false","696278","26092 (696278) 4000","psi-mi"
"Huttlin EL (2017)","0.995210068","affinity chromatography technology","MI:0004","2237830","physical association","-1","1670 (2237830) 55033","physical association","pubmed","28514442","false","2237830","1670 (2237830) 55033","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","920373","colocalization","-1","10137 (920373) 274","colocalization","pubmed","22863883","false","920373","10137 (920373) 274","psi-mi"
"Zhong N (2005)",,"two hybrid","MI:0018","696279","direct interaction","-1","64949 (696279) 4000","direct interaction","pubmed","16248985","false","696279","64949 (696279) 4000","psi-mi"
"Huttlin EL (2017)","0.999747431","affinity chromatography technology","MI:0004","2228661","physical association","-1","6483 (2228661) 55033","physical association","pubmed","28514442","false","2228661","6483 (2228661) 55033","psi-mi"
"Zhong N (2005)",,"two hybrid","MI:0018","696280","direct interaction","-1","2316 (696280) 4000","direct interaction","pubmed","16248985","false","696280","2316 (696280) 4000","psi-mi"
"Grelle G (2006)",,"unspecified method","MI:0686","1032714","direct interaction","-1","1759 (1032714) 274","direct interaction","pubmed","16275660","false","1032714","1759 (1032714) 274","psi-mi"
"Huttlin EL (2017)","0.999251981","affinity chromatography technology","MI:0004","2231474","physical association","-1","9294 (2231474) 55033","physical association","pubmed","28514442","false","2231474","9294 (2231474) 55033","psi-mi"
"Zhong N (2005)",,"two hybrid","MI:0018","696281","direct interaction","-1","201294 (696281) 4000","direct interaction","pubmed","16248985","false","696281","201294 (696281) 4000","psi-mi"
"Grelle G (2006)",,"unspecified method","MI:0686","1032715","direct interaction","-1","22839 (1032715) 274","direct interaction","pubmed","16275660","false","1032715","22839 (1032715) 274","psi-mi"
"Huttlin EL (2017)","0.998774711","affinity chromatography technology","MI:0004","2232882","physical association","-1","10690 (2232882) 55033","physical association","pubmed","28514442","false","2232882","10690 (2232882) 55033","psi-mi"
"Zhong N (2005)",,"affinity chromatography technology","MI:0004","696283","physical association","-1","5093 (696283) 4000","physical association","pubmed","16248985","false","696283","5093 (696283) 4000","psi-mi"
"Zhong N (2005)",,"affinity chromatography technology","MI:0004","696285","physical association","-1","7329 (696285) 4000","physical association","pubmed","16248985","false","696285","7329 (696285) 4000","psi-mi"
"Grelle G (2006)",,"unspecified method","MI:0686","1032716","direct interaction","-1","7518 (1032716) 274","direct interaction","pubmed","16275660","false","1032716","7518 (1032716) 274","psi-mi"
"Huttlin EL (2017)","0.976547609","affinity chromatography technology","MI:0004","2246045","physical association","-1","84892 (2246045) 55033","physical association","pubmed","28514442","false","2246045","84892 (2246045) 55033","psi-mi"
"Zhong N (2005)",,"affinity chromatography technology","MI:0004","696286","physical association","-1","7703 (696286) 4000","physical association","pubmed","16248985","false","696286","7703 (696286) 4000","psi-mi"
"Neganova I (2011)",,"affinity chromatography technology","MI:0004","688576","physical association","-1","1017 (688576) 4000","physical association","pubmed","21319273","false","688576","1017 (688576) 4000","psi-mi"
"Grelle G (2006)",,"unspecified method","MI:0686","1032717","direct interaction","-1","2203 (1032717) 274","direct interaction","pubmed","16275660","false","1032717","2203 (1032717) 274","psi-mi"
"Huttlin EL (2017)","0.971327137","affinity chromatography technology","MI:0004","2247373","physical association","-1","2 (2247373) 55033","physical association","pubmed","28514442","false","2247373","2 (2247373) 55033","psi-mi"
"Grelle G (2006)",,"pull down","MI:0096","1032721","direct interaction","-1","274 (1032721) 22839","direct interaction","pubmed","16275660","false","1032721","274 (1032721) 22839","psi-mi"
"Huttlin EL (2017)","0.98672888","affinity chromatography technology","MI:0004","2242699","physical association","-1","5267 (2242699) 55033","physical association","pubmed","28514442","false","2242699","5267 (2242699) 55033","psi-mi"
"Havugimana PC (2012)","0.795","biochemical","MI:0401","745930","colocalization","-1","4000 (745930) 23450","colocalization","pubmed","22939629","false","745930","4000 (745930) 23450","psi-mi"
"Grelle G (2006)",,"pull down","MI:0096","1032722","direct interaction","-1","274 (1032722) 7518","direct interaction","pubmed","16275660","false","1032722","274 (1032722) 7518","psi-mi"
"Holaska JM (2007)",,"affinity chromatography technology","MI:0004","530503","physical association","-1","2010 (530503) 4000","physical association","pubmed","17620012","false","530503","2010 (530503) 4000","psi-mi"
"Grelle G (2006)",,"pull down","MI:0096","1032723","direct interaction","-1","274 (1032723) 2203","direct interaction","pubmed","16275660","false","1032723","274 (1032723) 2203","psi-mi"
"Huttlin EL (2017)","0.985456525","affinity chromatography technology","MI:0004","2243215","physical association","-1","2799 (2243215) 55033","physical association","pubmed","28514442","false","2243215","2799 (2243215) 55033","psi-mi"
"Hayakawa T (2007)",,"affinity chromatography technology","MI:0004","531715","physical association","-1","10933 (531715) 4000","physical association","pubmed","17573780","false","531715","10933 (531715) 4000","psi-mi"
"Grelle G (2006)",,"two hybrid","MI:0018","1032724","direct interaction","-1","274 (1032724) 22839","direct interaction","pubmed","16275660","false","1032724","274 (1032724) 22839","psi-mi"
"Huttlin EL (2017)","0.954868829","affinity chromatography technology","MI:0004","2250921","physical association","-1","29122 (2250921) 55033","physical association","pubmed","28514442","false","2250921","29122 (2250921) 55033","psi-mi"
"Hayakawa T (2007)",,"affinity chromatography technology","MI:0004","531748","physical association","-1","9643 (531748) 4000","physical association","pubmed","17573780","false","531748","9643 (531748) 4000","psi-mi"
"Grelle G (2006)",,"two hybrid","MI:0018","1032725","direct interaction","-1","274 (1032725) 7518","direct interaction","pubmed","16275660","false","1032725","274 (1032725) 7518","psi-mi"
"Hayakawa T (2007)",,"affinity chromatography technology","MI:0004","531778","physical association","-1","55257 (531778) 4000","physical association","pubmed","17573780","false","531778","55257 (531778) 4000","psi-mi"
"Grelle G (2006)",,"two hybrid","MI:0018","1032726","direct interaction","-1","274 (1032726) 2203","direct interaction","pubmed","16275660","false","1032726","274 (1032726) 2203","psi-mi"
"Huttlin EL (2017)","0.936618487","affinity chromatography technology","MI:0004","2254033","physical association","-1","2525 (2254033) 55033","physical association","pubmed","28514442","false","2254033","2525 (2254033) 55033","psi-mi"
"Wang J (2011)",,"two hybrid","MI:0018","892175","direct interaction","-1","4000 (892175) 4001","direct interaction","pubmed","21988832","false","892175","4000 (892175) 4001","psi-mi"
"Huttlin EL (2015)","0.999133499","affinity chromatography technology","MI:0004","1179656","physical association","-1","26747 (1179656) 274","physical association","pubmed","26186194","false","1179656","26747 (1179656) 274","psi-mi"
"Huttlin EL (2017)","0.899469511","affinity chromatography technology","MI:0004","2258901","physical association","-1","7252 (2258901) 55033","physical association","pubmed","28514442","false","2258901","7252 (2258901) 55033","psi-mi"
"Vlcek S (2004)",,"two hybrid","MI:0018","854665","direct interaction","-1","4000 (854665) 9816","direct interaction","pubmed","15265697","false","854665","4000 (854665) 9816","psi-mi"
"Vlcek S (2004)",,"pull down","MI:0096","854666","direct interaction","-1","4000 (854666) 9816","direct interaction","pubmed","15265697","false","854666","4000 (854666) 9816","psi-mi"
"Huttlin EL (2015)","0.999133499","affinity chromatography technology","MI:0004","1180028","physical association","-1","1716 (1180028) 274","physical association","pubmed","26186194","false","1180028","1716 (1180028) 274","psi-mi"
"Huttlin EL (2017)","0.837681697","affinity chromatography technology","MI:0004","2265298","physical association","-1","50846 (2265298) 55033","physical association","pubmed","28514442","false","2265298","50846 (2265298) 55033","psi-mi"
"Zhu B (2010)",,"affinity chromatography technology","MI:0004","856533","physical association","-1","5245 (856533) 4000","physical association","pubmed","19725029","false","856533","5245 (856533) 4000","psi-mi"
"Castello A (2012)",,"affinity chromatography technology","MI:0004","1051460","physical association","-1","2023 (1051460) 274","physical association","pubmed","22658674","false","1051460","2023 (1051460) 274","psi-mi"
"Huttlin EL (2017)","0.837681697","affinity chromatography technology","MI:0004","2265299","physical association","-1","283464 (2265299) 55033","physical association","pubmed","28514442","false","2265299","283464 (2265299) 55033","psi-mi"
"Agrawal P (2010)",,"affinity chromatography technology","MI:0004","825792","physical association","-1","4609 (825792) 4000","physical association","pubmed","21150319","false","825792","4609 (825792) 4000","psi-mi"
"Huttlin EL (2017)","0.831429045","affinity chromatography technology","MI:0004","2265872","physical association","-1","1296 (2265872) 55033","physical association","pubmed","28514442","false","2265872","1296 (2265872) 55033","psi-mi"
"Castello A (2012)",,"affinity chromatography technology","MI:0004","1051645","physical association","-1","6472 (1051645) 274","physical association","pubmed","22658674","false","1051645","6472 (1051645) 274","psi-mi"
"Ahmady E (2011)",,"two hybrid","MI:0018","825895","direct interaction","-1","4000 (825895) 90523","direct interaction","pubmed","21498514","false","825895","4000 (825895) 90523","psi-mi"
"Castello A (2012)",,"affinity chromatography technology","MI:0004","1052092","physical association","-1","4343 (1052092) 274","physical association","pubmed","22658674","false","1052092","4343 (1052092) 274","psi-mi"
"Ewing RM (2007)","0.403","affinity chromatography technology","MI:0004","242011","physical association","-1","4913 (242011) 4625","physical association","pubmed","17353931","false","242011","4913 (242011) 4625","psi-mi"
"Ahmady E (2011)",,"pull down","MI:0096","825964","direct interaction","-1","90523 (825964) 4000","direct interaction","pubmed","21498514","false","825964","90523 (825964) 4000","psi-mi"
"Castello A (2012)",,"affinity chromatography technology","MI:0004","1053050","physical association","-1","10482 (1053050) 274","physical association","pubmed","22658674","false","1053050","10482 (1053050) 274","psi-mi"
"Liu B (2012)",,"affinity chromatography technology","MI:0004","912862","physical association","-1","26270 (912862) 4000","physical association","pubmed","22268729","false","912862","26270 (912862) 4000","psi-mi"
"Weekes J (2003)",,"affinity chromatography technology","MI:0004","504726","physical association","-1","5710 (504726) 4625","physical association","pubmed","12601813","false","504726","5710 (504726) 4625","psi-mi"
"Meek SE (2004)",,"pull down","MI:0096","907583","direct interaction","-1","10971 (907583) 4000","direct interaction","pubmed","15161933","false","907583","10971 (907583) 4000","psi-mi"
"Leprince C (1997)",,"pull down","MI:0096","927956","direct interaction","-1","274 (927956) 6654","direct interaction","pubmed","9182529","false","927956","274 (927956) 6654","psi-mi"
"Pozuelo-Rubio M (2010)",,"affinity chromatography technology","MI:0004","568538","physical association","-1","10971 (568538) 4625","physical association","pubmed","20618440","false","568538","10971 (568538) 4625","psi-mi"
"Humphries JD (2009)",,"affinity chromatography technology","MI:0004","826943","physical association","-1","2335 (826943) 4000","physical association","pubmed","19738201","false","826943","2335 (826943) 4000","psi-mi"
"Humphries JD (2009)",,"affinity chromatography technology","MI:0004","827049","physical association","-1","7412 (827049) 4000","physical association","pubmed","19738201","false","827049","7412 (827049) 4000","psi-mi"
"Leprince C (1997)",,"pull down","MI:0096","927957","direct interaction","-1","274 (927957) 6655","direct interaction","pubmed","9182529","false","927957","274 (927957) 6655","psi-mi"
"Gorbea C (2010)",,"two hybrid","MI:0018","683309","direct interaction","-1","23392 (683309) 4625","direct interaction","pubmed","20682791","false","683309","23392 (683309) 4625","psi-mi"
"Catimel B (2005)",,"affinity chromatography technology","MI:0004","829537","physical association","-1","999 (829537) 4000","physical association","pubmed","16212417","false","829537","999 (829537) 4000","psi-mi"
"Gorbea C (2010)",,"affinity chromatography technology","MI:0004","683347","physical association","-1","23392 (683347) 4625","physical association","pubmed","20682791","false","683347","23392 (683347) 4625","psi-mi"
"Kaerblane K (2015)",,"affinity chromatography technology","MI:0004","1173208","physical association","-1","6059 (1173208) 4000","physical association","pubmed","25659154","false","1173208","6059 (1173208) 4000","psi-mi"
"Leprince C (1997)",,"pull down","MI:0096","927958","direct interaction","-1","274 (927958) 160","direct interaction","pubmed","9182529","false","927958","274 (927958) 160","psi-mi"
"Gorbea C (2010)",,"biochemical","MI:0401","683371","colocalization","-1","23392 (683371) 4625","colocalization","pubmed","20682791","false","683371","23392 (683371) 4625","psi-mi"
"Bhattacharya S (2015)",,"affinity chromatography technology","MI:0004","1239992","physical association","-1","7874 (1239992) 4000","physical association","pubmed","25925205","false","1239992","7874 (1239992) 4000","psi-mi"
"Wan C (2015)","0.282453415","biochemical","MI:0401","1258127","colocalization","-1","4625 (1258127) 89","colocalization","pubmed","26344197","false","1258127","4625 (1258127) 89","psi-mi"
"Roy R (2014)",,"affinity chromatography technology","MI:0004","1241537","physical association","-1","3178 (1241537) 4000","physical association","pubmed","25324306","false","1241537","3178 (1241537) 4000","psi-mi"
"Wixler V (2000)",,"two hybrid","MI:0018","1517986","direct interaction","-1","2274 (1517986) 274","direct interaction","pubmed","10906324","false","1517986","2274 (1517986) 274","psi-mi"
"Huttlin EL (2015)","0.997991591","affinity chromatography technology","MI:0004","1184668","physical association","-1","3987 (1184668) 4625","physical association","pubmed","26186194","false","1184668","3987 (1184668) 4625","psi-mi"
"Huttlin EL (2015)","0.999854735","affinity chromatography technology","MI:0004","1193259","physical association","-1","54916 (1193259) 4625","physical association","pubmed","26186194","false","1193259","54916 (1193259) 4625","psi-mi"
"Huttlin EL (2015)","0.966929249","affinity chromatography technology","MI:0004","1187461","physical association","-1","4000 (1187461) 84823","physical association","pubmed","26186194","false","1187461","4000 (1187461) 84823","psi-mi"
"DAlessandro M (2015)",,"two hybrid","MI:0018","1513386","direct interaction","-1","274 (1513386) 23224","direct interaction","pubmed","26506308","false","1513386","274 (1513386) 23224","psi-mi"
"Byron A (2012)",,"affinity chromatography technology","MI:0004","836999","physical association","-1","3676 (836999) 4000","physical association","pubmed","22623428","false","836999","3676 (836999) 4000","psi-mi"
"DAlessandro M (2015)",,"two hybrid","MI:0018","1513387","direct interaction","-1","274 (1513387) 6249","direct interaction","pubmed","26506308","false","1513387","274 (1513387) 6249","psi-mi"
"Abu-Odeh M (2014)",,"affinity chromatography technology","MI:0004","935052","physical association","-1","51741 (935052) 4625","physical association","pubmed","24550385","false","935052","51741 (935052) 4625","psi-mi"
"DAlessandro M (2015)",,"pull down","MI:0096","1513388","direct interaction","-1","274 (1513388) 23224","direct interaction","pubmed","26506308","false","1513388","274 (1513388) 23224","psi-mi"
"Huttlin EL (2015)","0.999465763","affinity chromatography technology","MI:0004","1179964","physical association","-1","55143 (1179964) 4625","physical association","pubmed","26186194","false","1179964","55143 (1179964) 4625","psi-mi"
"Zhang D (2001)",,"enzymatic study","MI:0415","816962","direct interaction","-1","3002 (816962) 4000","direct interaction","pubmed","11331782","false","816962","3002 (816962) 4000","psi-mi"
"DAlessandro M (2015)",,"affinity chromatography technology","MI:0004","1513389","physical association","-1","23224 (1513389) 274","physical association","pubmed","26506308","false","1513389","23224 (1513389) 274","psi-mi"
"Huttlin EL (2015)","0.999160648","affinity chromatography technology","MI:0004","1180278","physical association","-1","79641 (1180278) 4625","physical association","pubmed","26186194","false","1180278","79641 (1180278) 4625","psi-mi"
"DAlessandro M (2015)",,"affinity chromatography technology","MI:0004","1513393","physical association","-1","274 (1513393) 6249","physical association","pubmed","26506308","false","1513393","274 (1513393) 6249","psi-mi"
"Huttlin EL (2015)","0.999864717","affinity chromatography technology","MI:0004","1180344","physical association","-1","6495 (1180344) 4625","physical association","pubmed","26186194","false","1180344","6495 (1180344) 4625","psi-mi"
"Zhang D (2001)",,"enzymatic study","MI:0415","816963","direct interaction","-1","3001 (816963) 4000","direct interaction","pubmed","11331782","false","816963","3001 (816963) 4000","psi-mi"
"DAlessandro M (2015)",,"imaging technique","MI:0428","1513394","colocalization","-1","274 (1513394) 6249","colocalization","pubmed","26506308","false","1513394","274 (1513394) 6249","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1040547","direct interaction","-1","4625 (1040547) 79036","direct interaction","pubmed","25416956","false","1040547","4625 (1040547) 79036","psi-mi"
"Yu CC (2013)",,"affinity chromatography technology","MI:0004","817348","physical association","-1","7415 (817348) 4000","physical association","pubmed","23383273","false","817348","7415 (817348) 4000","psi-mi"
"Desrochers G (2015)",,"fluorescent resonance energy transfer","MI:0055","1513632","direct interaction","-1","83737 (1513632) 274","direct interaction","pubmed","26613292","false","1513632","83737 (1513632) 274","psi-mi"
"Zanon A (2013)",,"affinity chromatography technology","MI:0004","915359","physical association","-1","5071 (915359) 4000","physical association","pubmed","24244333","false","915359","5071 (915359) 4000","psi-mi"
"Desrochers G (2015)",,"affinity chromatography technology","MI:0004","1513637","physical association","-1","83737 (1513637) 274","physical association","pubmed","26613292","false","1513637","83737 (1513637) 274","psi-mi"
"Li X (2015)",,"affinity chromatography technology","MI:0004","1506480","physical association","-1","3516 (1506480) 4625","physical association","pubmed","25609649","false","1506480","3516 (1506480) 4625","psi-mi"
"Desrochers G (2015)",,"far western blotting","MI:0047","1513641","direct interaction","-1","83737 (1513641) 274","direct interaction","pubmed","26613292","false","1513641","83737 (1513641) 274","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","922367","colocalization","-1","4000 (922367) 115207","colocalization","pubmed","22863883","false","922367","4000 (922367) 115207","psi-mi"
"Morris JA (2003)",,"two hybrid","MI:0018","1278181","direct interaction","-1","27185 (1278181) 4625","direct interaction","pubmed","12812986","false","1278181","27185 (1278181) 4625","psi-mi"
"Stoletov KV (2004)",,"pull down","MI:0096","1278286","direct interaction","-1","5906 (1278286) 274","direct interaction","pubmed","15207703","false","1278286","5906 (1278286) 274","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","922375","colocalization","-1","4000 (922375) 9897","colocalization","pubmed","22863883","false","922375","4000 (922375) 9897","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1457204","physical association","-1","4625 (1457204) 92002","physical association","pubmed","26496610","false","1457204","4625 (1457204) 92002","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1443095","physical association","-1","10526 (1443095) 274","physical association","pubmed","26496610","false","1443095","10526 (1443095) 274","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","922461","colocalization","-1","4000 (922461) 23633","colocalization","pubmed","22863883","false","922461","4000 (922461) 23633","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1457504","physical association","-1","4625 (1457504) 123283","physical association","pubmed","26496610","false","1457504","4625 (1457504) 123283","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1443096","physical association","-1","11279 (1443096) 274","physical association","pubmed","26496610","false","1443096","11279 (1443096) 274","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","922593","colocalization","-1","1936 (922593) 4000","colocalization","pubmed","22863883","false","922593","1936 (922593) 4000","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1445466","physical association","-1","4625 (1445466) 4299","physical association","pubmed","26496610","false","1445466","4625 (1445466) 4299","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1443097","physical association","-1","57617 (1443097) 274","physical association","pubmed","26496610","false","1443097","57617 (1443097) 274","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","922594","colocalization","-1","29925 (922594) 4000","colocalization","pubmed","22863883","false","922594","29925 (922594) 4000","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1446189","physical association","-1","4625 (1446189) 5424","physical association","pubmed","26496610","false","1446189","4625 (1446189) 5424","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","922595","colocalization","-1","5716 (922595) 4000","colocalization","pubmed","22863883","false","922595","5716 (922595) 4000","psi-mi"
"Kumari A (2015)",,"affinity chromatography technology","MI:0004","1505877","physical association","-1","274 (1505877) 1869","physical association","pubmed","25257171","false","1505877","274 (1505877) 1869","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1446395","physical association","-1","4625 (1446395) 5534","physical association","pubmed","26496610","false","1446395","4625 (1446395) 5534","psi-mi"
"Kumari A (2015)",,"pull down","MI:0096","1505878","direct interaction","-1","1869 (1505878) 274","direct interaction","pubmed","25257171","false","1505878","1869 (1505878) 274","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","922596","colocalization","-1","9183 (922596) 4000","colocalization","pubmed","22863883","false","922596","9183 (922596) 4000","psi-mi"
"Abdelmohsen K (2009)",,"affinity chromatography technology","MI:0004","664070","physical association","-1","1994 (664070) 274","physical association","pubmed","19322201","false","664070","1994 (664070) 274","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1447379","physical association","-1","4625 (1447379) 6709","physical association","pubmed","26496610","false","1447379","4625 (1447379) 6709","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1039804","direct interaction","-1","4000 (1039804) 51207","direct interaction","pubmed","25416956","false","1039804","4000 (1039804) 51207","psi-mi"
"Ramjaun AR (1997)",,"affinity chromatography technology","MI:0004","670997","physical association","-1","274 (670997) 1213","physical association","pubmed","9195986","false","670997","274 (670997) 1213","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1447627","physical association","-1","4625 (1447627) 6882","physical association","pubmed","26496610","false","1447627","4625 (1447627) 6882","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1039805","direct interaction","-1","4000 (1039805) 386675","direct interaction","pubmed","25416956","false","1039805","4000 (1039805) 386675","psi-mi"
"Ramjaun AR (1997)",,"affinity chromatography technology","MI:0004","670998","physical association","-1","274 (670998) 161","physical association","pubmed","9195986","false","670998","274 (670998) 161","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1449612","physical association","-1","4625 (1449612) 9685","physical association","pubmed","26496610","false","1449612","4625 (1449612) 9685","psi-mi"
"Myers MD (2016)",,"affinity chromatography technology","MI:0004","2199735","physical association","-1","801 (2199735) 274","physical association","pubmed","27093085","false","2199735","801 (2199735) 274","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1039806","direct interaction","-1","4000 (1039806) 386682","direct interaction","pubmed","25416956","false","1039806","4000 (1039806) 386682","psi-mi"
"Huttlin EL (2017)","1.0","affinity chromatography technology","MI:0004","2216857","physical association","-1","51411 (2216857) 274","physical association","pubmed","28514442","false","2216857","51411 (2216857) 274","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1449766","physical association","-1","4625 (1449766) 9817","physical association","pubmed","26496610","false","1449766","4625 (1449766) 9817","psi-mi"
"Horikawa I (2014)",,"affinity chromatography technology","MI:0004","1029325","physical association","-1","7157 (1029325) 4000","physical association","pubmed","25144556","false","1029325","7157 (1029325) 4000","psi-mi"
"Huttlin EL (2017)","0.999999998","affinity chromatography technology","MI:0004","2217139","physical association","-1","273 (2217139) 274","physical association","pubmed","28514442","false","2217139","273 (2217139) 274","psi-mi"
"Wang T (2014)",,"affinity chromatography technology","MI:0004","1031883","physical association","-1","2521 (1031883) 4000","physical association","pubmed","25192599","false","1031883","2521 (1031883) 4000","psi-mi"
"Huttlin EL (2017)","0.999970042","affinity chromatography technology","MI:0004","2224614","physical association","-1","81488 (2224614) 274","physical association","pubmed","28514442","false","2224614","81488 (2224614) 274","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1450049","physical association","-1","4625 (1450049) 10016","physical association","pubmed","26496610","false","1450049","4625 (1450049) 10016","psi-mi"
"Kim TY (2014)",,"affinity chromatography technology","MI:0004","1034905","physical association","-1","9693 (1034905) 4000","physical association","pubmed","25332235","false","1034905","9693 (1034905) 4000","psi-mi"
"Huttlin EL (2017)","0.999511676","affinity chromatography technology","MI:0004","2230278","physical association","-1","23310 (2230278) 274","physical association","pubmed","28514442","false","2230278","23310 (2230278) 274","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1451069","physical association","-1","4625 (1451069) 10952","physical association","pubmed","26496610","false","1451069","4625 (1451069) 10952","psi-mi"
"Cao Q (2014)",,"affinity chromatography technology","MI:0004","1063457","physical association","-1","8726 (1063457) 4000","physical association","pubmed","24457600","false","1063457","8726 (1063457) 4000","psi-mi"
"Huttlin EL (2017)","0.837835165","affinity chromatography technology","MI:0004","2265284","physical association","-1","1716 (2265284) 274","physical association","pubmed","28514442","false","2265284","1716 (2265284) 274","psi-mi"
